"日期","时间","证券代码","证券名称","买/卖","数量","成交价","成交金额","平仓盈亏","交易费用","成交类型"
"2024-05-10","2024-05-10 09:30:00.000","001268.SZ","联合精密","买入","300","19.35","5805","--","5","普通成交"
"2024-05-09","2024-05-09 09:30:00.000","688737.SH","中自科技","买入","217","20.54","4457.18","--","5","普通成交"
"2024-05-09","2024-05-09 09:30:00.000","601015.SH","陕西黑猫","卖出","2400","3.58","8592","252.06 / 3.02%","13.59","普通成交"
"2024-05-09","2024-05-09 09:30:00.000","600758.SH","辽宁能源","卖出","3400","3.35","11390","897.04 / 8.55%","16.39","普通成交"
"2024-05-09","2024-05-09 09:30:00.000","301192.SZ","泰祥股份","买入","100","16.16","1616","--","5","普通成交"
"2024-05-09","2024-05-09 09:30:00.000","001259.SZ","利仁科技","买入","100","22.76","2276","--","5","普通成交"
"2024-05-08","2024-05-08 09:30:00.000","601015.SH","陕西黑猫","买入","1600","3.59","5744","--","5","普通成交"
"2024-05-08","2024-05-08 09:30:00.000","600758.SH","辽宁能源","买入","1400","3.33","4662","--","5","普通成交"
"2024-05-08","2024-05-08 09:30:00.000","301192.SZ","泰祥股份","卖出","800","16.21","12968","1965.2 / 17.86%","17.97","普通成交"
"2024-05-08","2024-05-08 09:30:00.000","001268.SZ","联合精密","买入","100","19.16","1916","--","5","普通成交"
"2024-05-07","2024-05-07 09:30:00.000","688737.SH","中自科技","买入","670","20.99","14063.3","--","5","普通成交"
"2024-05-07","2024-05-07 09:30:00.000","601015.SH","陕西黑猫","买入","7000","3.63","25410","--","7.62","普通成交"
"2024-05-07","2024-05-07 09:30:00.000","600758.SH","辽宁能源","买入","5400","3.35","18090","--","5.43","普通成交"
"2024-05-07","2024-05-07 09:30:00.000","301192.SZ","泰祥股份","买入","300","15.99","4797","--","5","普通成交"
"2024-05-07","2024-05-07 09:30:00.000","001268.SZ","联合精密","买入","9100","19.31","175721","--","52.72","普通成交"
"2024-05-07","2024-05-07 09:30:00.000","001259.SZ","利仁科技","买入","28900","23.07","666723","--","200.02","普通成交"
"2024-05-07","2024-05-07 09:30:00.000","603311.SH","金海高科","卖出","81600","10.78","879648","160653.38 / 22.34%","1143.54","普通成交"
"2024-05-06","2024-05-06 09:30:00.000","688737.SH","中自科技","买入","2375","20.5","48687.5","--","14.61","普通成交"
"2024-05-06","2024-05-06 09:30:00.000","603311.SH","金海高科","卖出","7300","10.78","78694","14372.18 / 22.34%","102.3","普通成交"
"2024-05-06","2024-05-06 09:30:00.000","600758.SH","辽宁能源","买入","400","3.26","1304","--","5","普通成交"
"2024-05-06","2024-05-06 09:30:00.000","301192.SZ","泰祥股份","卖出","100","15.46","1546","172.63 / 12.57%","6.55","普通成交"
"2024-04-30","2024-04-30 09:30:00.000","688737.SH","中自科技","买入","32731","21.14","691933.34","--","207.58","普通成交"
"2024-04-30","2024-04-30 09:30:00.000","603311.SH","金海高科","买入","13500","8.9","120150","--","36.05","普通成交"
"2024-04-30","2024-04-30 09:30:00.000","601015.SH","陕西黑猫","卖出","1900","3.6","6840","249.93 / 3.79%","11.84","普通成交"
"2024-04-30","2024-04-30 09:30:00.000","301192.SZ","泰祥股份","买入","4100","15.5","63550","--","19.07","普通成交"
"2024-04-30","2024-04-30 09:30:00.000","001268.SZ","联合精密","买入","23600","18.64","439904","--","131.97","普通成交"
"2024-04-30","2024-04-30 09:30:00.000","688696.SH","极米科技","卖出","5671","93.99","533017.29","76761.92 / 16.82%","692.92","普通成交"
"2024-04-30","2024-04-30 09:30:00.000","605068.SH","明新旭腾","卖出","46600","16.68","777288","94393.19 / 13.82%","1010.47","普通成交"
"2024-04-29","2024-04-29 09:30:00.000","603311.SH","金海高科","买入","400","8.58","3432","--","5","普通成交"
"2024-04-29","2024-04-29 09:30:00.000","601015.SH","陕西黑猫","买入","100","3.36","336","--","5","普通成交"
"2024-04-29","2024-04-29 09:30:00.000","600758.SH","辽宁能源","卖出","1300","3.1","4030","32.69 / 0.82%","9.03","普通成交"
"2024-04-26","2024-04-26 09:30:00.000","603311.SH","金海高科","买入","700","8.64","6048","--","5","普通成交"
"2024-04-26","2024-04-26 09:30:00.000","601015.SH","陕西黑猫","买入","400","3.33","1332","--","5","普通成交"
"2024-04-26","2024-04-26 09:30:00.000","600758.SH","辽宁能源","卖出","2100","3.06","6426","-31.2 / -0.48%","11.43","普通成交"
"2024-04-26","2024-04-26 09:30:00.000","301192.SZ","泰祥股份","买入","300","14.4","4320","--","5","普通成交"
"2024-04-25","2024-04-25 09:30:00.000","605068.SH","明新旭腾","卖出","200","15.62","3124","193.12 / 6.59%","8.12","普通成交"
"2024-04-25","2024-04-25 09:30:00.000","603311.SH","金海高科","买入","1800","8.58","15444","--","5","普通成交"
"2024-04-25","2024-04-25 09:30:00.000","601015.SH","陕西黑猫","买入","11600","3.3","38280","--","11.48","普通成交"
"2024-04-25","2024-04-25 09:30:00.000","600758.SH","辽宁能源","卖出","4700","2.95","13865","-586.83 / -4.06%","18.87","普通成交"
"2024-04-25","2024-04-25 09:30:00.000","301192.SZ","泰祥股份","卖出","1400","14.3","20020","1142.34 / 6.05%","26.03","普通成交"
"2024-04-24","2024-04-24 09:30:00.000","605068.SH","明新旭腾","卖出","1100","15.35","16885","765.17 / 4.75%","21.95","普通成交"
"2024-04-24","2024-04-24 09:30:00.000","603311.SH","金海高科","卖出","600","8.66","5196","-85.58 / -1.62%","10.2","普通成交"
"2024-04-24","2024-04-24 09:30:00.000","601015.SH","陕西黑猫","买入","2200","3.32","7304","--","5","普通成交"
"2024-04-24","2024-04-24 09:30:00.000","600758.SH","辽宁能源","买入","13800","2.89","39882","--","11.96","普通成交"
"2024-04-24","2024-04-24 09:30:00.000","301192.SZ","泰祥股份","卖出","100","13.58","1358","9.6 / 0.71%","6.36","普通成交"
"2024-04-23","2024-04-23 09:30:00.000","688696.SH","极米科技","卖出","400","89.06","35624","3442.35 / 10.7%","46.31","普通成交"
"2024-04-23","2024-04-23 09:30:00.000","605068.SH","明新旭腾","卖出","700","15.13","10591","332.92 / 3.25%","15.59","普通成交"
"2024-04-22","2024-04-22 09:30:00.000","688696.SH","极米科技","买入","6071","80.43","488290.53","--","146.49","普通成交"
"2024-04-22","2024-04-22 09:30:00.000","605068.SH","明新旭腾","买入","48600","14.65","711990","--","213.6","普通成交"
"2024-04-22","2024-04-22 09:30:00.000","603311.SH","金海高科","买入","73100","8.8","643280","--","192.98","普通成交"
"2024-04-22","2024-04-22 09:30:00.000","601015.SH","陕西黑猫","买入","184400","3.48","641712","--","192.51","普通成交"
"2024-04-22","2024-04-22 09:30:00.000","600758.SH","辽宁能源","买入","158000","3.09","488220","--","146.47","普通成交"
"2024-04-22","2024-04-22 09:30:00.000","301192.SZ","泰祥股份","买入","31400","13.48","423272","--","126.98","普通成交"
"2024-04-09","2024-04-09 09:30:00.000","600620.SH","天宸股份","卖出","80200","6","481200","-20934.04 / -4.17%","625.56","普通成交"
"2024-04-09","2024-04-09 09:30:00.000","600665.SH","天地源","卖出","207200","2.69","557368","-16903.94 / -2.94%","724.58","普通成交"
"2024-04-09","2024-04-09 09:30:00.000","000809.SZ","铁岭新城","卖出","272100","2.03","552363","-11158.75 / -1.98%","718.07","普通成交"
"2024-04-09","2024-04-09 09:30:00.000","000753.SZ","漳州发展","卖出","185900","3.49","648791","22094.05 / 3.53%","843.43","普通成交"
"2024-04-08","2024-04-08 09:30:00.000","688505.SH","复旦张江","卖出","77549","7.79","604106.71","18128.11 / 3.09%","785.34","普通成交"
"2024-04-08","2024-04-08 09:30:00.000","688073.SH","毕得医药","卖出","15571","35.5","552770.5","-12937.88 / -2.29%","718.6","普通成交"
"2024-04-08","2024-04-08 09:30:00.000","600665.SH","天地源","卖出","1900","2.85","5415","148.99 / 2.83%","10.42","普通成交"
"2024-04-08","2024-04-08 09:30:00.000","600620.SH","天宸股份","买入","2300","6.14","14122","--","5","普通成交"
"2024-04-08","2024-04-08 09:30:00.000","000809.SZ","铁岭新城","买入","5200","2.09","10868","--","5","普通成交"
"2024-04-08","2024-04-08 09:30:00.000","000753.SZ","漳州发展","卖出","5600","3.53","19768","889.55 / 4.71%","25.7","普通成交"
"2024-04-03","2024-04-03 09:30:00.000","688505.SH","复旦张江","买入","2051","7.7","15792.7","--","5","普通成交"
"2024-04-03","2024-04-03 09:30:00.000","600665.SH","天地源","卖出","2200","2.84","6248","150.52 / 2.47%","11.25","普通成交"
"2024-04-03","2024-04-03 09:30:00.000","600620.SH","天宸股份","买入","1200","6.43","7716","--","5","普通成交"
"2024-04-03","2024-04-03 09:30:00.000","000809.SZ","铁岭新城","卖出","5800","2.17","12586","576.4 / 4.8%","17.59","普通成交"
"2024-04-03","2024-04-03 09:30:00.000","000753.SZ","漳州发展","买入","200","3.48","696","--","5","普通成交"
"2024-04-02","2024-04-02 09:30:00.000","688505.SH","复旦张江","卖出","800","7.95","6360","318.19 / 5.27%","11.36","普通成交"
"2024-04-02","2024-04-02 09:30:00.000","600665.SH","天地源","买入","2600","2.83","7358","--","5","普通成交"
"2024-04-02","2024-04-02 09:30:00.000","600620.SH","天宸股份","卖出","1800","6.61","11898","626.62 / 5.56%","16.9","普通成交"
"2024-04-01","2024-04-01 09:30:00.000","688505.SH","复旦张江","买入","76298","7.55","576049.9","--","172.81","普通成交"
"2024-04-01","2024-04-01 09:30:00.000","688073.SH","毕得医药","买入","15571","36.32","565538.72","--","169.66","普通成交"
"2024-04-01","2024-04-01 09:30:00.000","600665.SH","天地源","买入","208700","2.77","578099","--","173.43","普通成交"
"2024-04-01","2024-04-01 09:30:00.000","600620.SH","天宸股份","买入","78500","6.26","491410","--","147.42","普通成交"
"2024-04-01","2024-04-01 09:30:00.000","000809.SZ","铁岭新城","买入","272700","2.07","564489","--","169.35","普通成交"
"2024-04-01","2024-04-01 09:30:00.000","000753.SZ","漳州发展","买入","191300","3.37","644681","--","193.4","普通成交"
"2024-02-27","2024-02-27 09:30:00.000","605336.SH","帅丰电器","卖出","49700","12.59","625723","52478.66 / 9.15%","813.44","普通成交"
"2024-02-27","2024-02-27 09:30:00.000","300824.SZ","北鼎股份","卖出","72200","7.58","547276","86501.81 / 18.77%","711.46","普通成交"
"2024-02-26","2024-02-26 09:30:00.000","603071.SH","物产环能","卖出","47000","14.16","665520","2534.84 / 0.38%","865.18","普通成交"
"2024-02-26","2024-02-26 09:30:00.000","600928.SH","西安银行","卖出","162900","3.54","576666","8026.16 / 1.41%","749.67","普通成交"
"2024-02-26","2024-02-26 09:30:00.000","600758.SH","辽宁能源","卖出","140000","3.23","452200","47435.19 / 11.72%","587.86","普通成交"
"2024-02-26","2024-02-26 09:30:00.000","300824.SZ","北鼎股份","卖出","2300","7.32","16836","2157.6 / 14.7%","21.89","普通成交"
"2024-02-26","2024-02-26 09:30:00.000","001227.SZ","兰州银行","卖出","201300","2.68","539484","5819.86 / 1.09%","701.33","普通成交"
"2024-02-23","2024-02-23 09:30:00.000","605336.SH","帅丰电器","买入","800","12.02","9616","--","5","普通成交"
"2024-02-23","2024-02-23 09:30:00.000","603071.SH","物产环能","买入","200","14.19","2838","--","5","普通成交"
"2024-02-23","2024-02-23 09:30:00.000","600928.SH","西安银行","买入","1400","3.54","4956","--","5","普通成交"
"2024-02-23","2024-02-23 09:30:00.000","600758.SH","辽宁能源","卖出","4500","3.21","14445","1434.7 / 11.03%","19.45","普通成交"
"2024-02-23","2024-02-23 09:30:00.000","300824.SZ","北鼎股份","卖出","700","6.98","4886","418.66 / 9.37%","9.89","普通成交"
"2024-02-23","2024-02-23 09:30:00.000","001227.SZ","兰州银行","买入","2200","2.69","5918","--","5","普通成交"
"2024-02-22","2024-02-22 09:30:00.000","605336.SH","帅丰电器","卖出","500","12.08","6040","276.98 / 4.81%","11.04","普通成交"
"2024-02-22","2024-02-22 09:30:00.000","603071.SH","物产环能","买入","300","14.55","4365","--","5","普通成交"
"2024-02-22","2024-02-22 09:30:00.000","600928.SH","西安银行","卖出","600","3.5","2100","5.84 / 0.28%","7.1","普通成交"
"2024-02-22","2024-02-22 09:30:00.000","600758.SH","辽宁能源","买入","200","3.09","618","--","5","普通成交"
"2024-02-22","2024-02-22 09:30:00.000","300824.SZ","北鼎股份","卖出","300","6.79","2037","122.43 / 6.39%","7.04","普通成交"
"2024-02-22","2024-02-22 09:30:00.000","001227.SZ","兰州银行","买入","300","2.66","798","--","5","普通成交"
"2024-02-21","2024-02-21 09:30:00.000","605336.SH","帅丰电器","卖出","100","11.67","1167","14.4 / 1.25%","6.17","普通成交"
"2024-02-21","2024-02-21 09:30:00.000","603071.SH","物产环能","买入","200","13.85","2770","--","5","普通成交"
"2024-02-21","2024-02-21 09:30:00.000","600928.SH","西安银行","买入","300","3.43","1029","--","5","普通成交"
"2024-02-21","2024-02-21 09:30:00.000","600758.SH","辽宁能源","卖出","300","3","900","32.74 / 3.78%","5.9","普通成交"
"2024-02-21","2024-02-21 09:30:00.000","300824.SZ","北鼎股份","卖出","500","6.58","3290","99.04 / 3.1%","8.29","普通成交"
"2024-02-21","2024-02-21 09:30:00.000","001227.SZ","兰州银行","买入","2300","2.63","6049","--","5","普通成交"
"2024-02-20","2024-02-20 09:30:00.000","605336.SH","帅丰电器","买入","900","11.66","10494","--","5","普通成交"
"2024-02-20","2024-02-20 09:30:00.000","603071.SH","物产环能","买入","400","14.02","5608","--","5","普通成交"
"2024-02-20","2024-02-20 09:30:00.000","600928.SH","西安银行","买入","2300","3.44","7912","--","5","普通成交"
"2024-02-20","2024-02-20 09:30:00.000","600758.SH","辽宁能源","卖出","4600","2.99","13754","456.01 / 3.43%","18.75","普通成交"
"2024-02-20","2024-02-20 09:30:00.000","300824.SZ","北鼎股份","卖出","2500","6.63","16575","620.21 / 3.89%","21.58","普通成交"
"2024-02-20","2024-02-20 09:30:00.000","001227.SZ","兰州银行","买入","100","2.63","263","--","5","普通成交"
"2024-02-19","2024-02-19 09:30:00.000","605336.SH","帅丰电器","买入","48600","11.52","559872","--","167.96","普通成交"
"2024-02-19","2024-02-19 09:30:00.000","603071.SH","物产环能","买入","45900","14.1","647190","--","194.16","普通成交"
"2024-02-19","2024-02-19 09:30:00.000","600928.SH","西安银行","买入","159500","3.49","556655","--","167","普通成交"
"2024-02-19","2024-02-19 09:30:00.000","600758.SH","辽宁能源","买入","149200","2.89","431188","--","129.36","普通成交"
"2024-02-19","2024-02-19 09:30:00.000","300824.SZ","北鼎股份","买入","78500","6.38","500830","--","150.25","普通成交"
"2024-02-19","2024-02-19 09:30:00.000","001227.SZ","兰州银行","买入","196400","2.65","520460","--","156.14","普通成交"
"2024-01-30","2024-01-30 09:30:00.000","600996.SH","贵广网络","卖出","61400","7.67","470938","-38524.67 / -7.56%","612.22","普通成交"
"2024-01-30","2024-01-30 09:30:00.000","301102.SZ","兆讯传媒","卖出","37000","15.93","589410","-59111.52 / -9.11%","766.23","普通成交"
"2024-01-30","2024-01-30 09:30:00.000","301380.SZ","挖金客","卖出","18000","38.43","691740","17240.62 / 2.56%","899.26","普通成交"
"2024-01-29","2024-01-29 09:30:00.000","688283.SH","坤恒顺维","卖出","8084","43.16","348905.44","-67416.58 / -16.19%","453.58","普通成交"
"2024-01-29","2024-01-29 09:30:00.000","603071.SH","物产环能","卖出","44300","14.78","654754","-24641.69 / -3.63%","851.18","普通成交"
"2024-01-29","2024-01-29 09:30:00.000","600996.SH","贵广网络","卖出","500","8.01","4005","-143.72 / -3.46%","9.01","普通成交"
"2024-01-29","2024-01-29 09:30:00.000","600758.SH","辽宁能源","卖出","126700","3.57","452319","-11916.46 / -2.57%","588.01","普通成交"
"2024-01-26","2024-01-26 09:30:00.000","603071.SH","物产环能","买入","200","14.78","2956","--","5","普通成交"
"2024-01-26","2024-01-26 09:30:00.000","600996.SH","贵广网络","卖出","400","7.9","3160","-158.98 / -4.79%","8.16","普通成交"
"2024-01-26","2024-01-26 09:30:00.000","600758.SH","辽宁能源","卖出","2300","3.49","8027","-400.32 / -4.75%","13.03","普通成交"
"2024-01-26","2024-01-26 09:30:00.000","301380.SZ","挖金客","买入","300","40.01","12003","--","5","普通成交"
"2024-01-26","2024-01-26 09:30:00.000","301102.SZ","兆讯传媒","卖出","800","16.66","13328","-694.09 / -4.95%","18.33","普通成交"
"2024-01-25","2024-01-25 09:30:00.000","688283.SH","坤恒顺维","买入","417","44.08","18381.36","--","5.51","普通成交"
"2024-01-25","2024-01-25 09:30:00.000","603071.SH","物产环能","卖出","100","14.19","1419","-114.87 / -7.49%","6.42","普通成交"
"2024-01-25","2024-01-25 09:30:00.000","600758.SH","辽宁能源","卖出","900","3.3","2970","-327.65 / -9.94%","7.97","普通成交"
"2024-01-25","2024-01-25 09:30:00.000","301380.SZ","挖金客","卖出","300","39","11700","471.33 / 4.2%","16.7","普通成交"
"2024-01-25","2024-01-25 09:30:00.000","301102.SZ","兆讯传媒","买入","600","15.42","9252","--","5","普通成交"
"2024-01-24","2024-01-24 09:30:00.000","600996.SH","贵广网络","卖出","700","7.39","5173","-635.21 / -10.94%","10.17","普通成交"
"2024-01-24","2024-01-24 09:30:00.000","600758.SH","辽宁能源","卖出","1700","3.23","5491","-737.89 / -11.85%","10.49","普通成交"
"2024-01-24","2024-01-24 09:30:00.000","301102.SZ","兆讯传媒","买入","300","15.33","4599","--","5","普通成交"
"2024-01-23","2024-01-23 09:30:00.000","688283.SH","坤恒顺维","买入","928","45.59","42307.52","--","12.69","普通成交"
"2024-01-23","2024-01-23 09:30:00.000","603071.SH","物产环能","买入","1000","13.82","13820","--","5","普通成交"
"2024-01-23","2024-01-23 09:30:00.000","600996.SH","贵广网络","买入","400","7.16","2864","--","5","普通成交"
"2024-01-23","2024-01-23 09:30:00.000","600758.SH","辽宁能源","卖出","900","3.15","2835","-462.65 / -14.03%","7.84","普通成交"
"2024-01-23","2024-01-23 09:30:00.000","301380.SZ","挖金客","买入","17400","37.33","649542","--","194.86","普通成交"
"2024-01-23","2024-01-23 09:30:00.000","301102.SZ","兆讯传媒","买入","300","15.46","4638","--","5","普通成交"
"2024-01-23","2024-01-23 09:30:00.000","002491.SZ","通鼎互联","卖出","160600","4.46","716276","-72335.85 / -9.17%","931.16","普通成交"
"2024-01-22","2024-01-22 09:30:00.000","603071.SH","物产环能","买入","600","14.59","8754","--","5","普通成交"
"2024-01-22","2024-01-22 09:30:00.000","600996.SH","贵广网络","买入","600","7.74","4644","--","5","普通成交"
"2024-01-22","2024-01-22 09:30:00.000","600758.SH","辽宁能源","卖出","4200","3.33","13986","-1403.02 / -9.12%","18.99","普通成交"
"2024-01-22","2024-01-22 09:30:00.000","301380.SZ","挖金客","买入","600","39.96","23976","--","7.19","普通成交"
"2024-01-22","2024-01-22 09:30:00.000","301102.SZ","兆讯传媒","卖出","700","16.76","11732","-585.7 / -4.75%","16.73","普通成交"
"2024-01-22","2024-01-22 09:30:00.000","002491.SZ","通鼎互联","买入","500","4.73","2365","--","5","普通成交"
"2024-01-19","2024-01-19 09:30:00.000","688283.SH","坤恒顺维","卖出","300","49.5","14850","-980.91 / -6.2%","19.85","普通成交"
"2024-01-19","2024-01-19 09:30:00.000","600758.SH","辽宁能源","买入","3200","3.39","10848","--","5","普通成交"
"2024-01-19","2024-01-19 09:30:00.000","301102.SZ","兆讯传媒","买入","200","16.58","3316","--","5","普通成交"
"2024-01-19","2024-01-19 09:30:00.000","002491.SZ","通鼎互联","卖出","1700","4.81","8177","-171.6 / -2.06%","13.18","普通成交"
"2024-01-18","2024-01-18 09:30:00.000","603071.SH","物产环能","卖出","400","15.15","6060","-93.85 / -1.53%","11.06","普通成交"
"2024-01-18","2024-01-18 09:30:00.000","600758.SH","辽宁能源","买入","100","3.46","346","--","5","普通成交"
"2024-01-18","2024-01-18 09:30:00.000","002491.SZ","通鼎互联","买入","600","4.76","2856","--","5","普通成交"
"2024-01-17","2024-01-17 09:30:00.000","603071.SH","物产环能","卖出","200","15.41","3082","5.08 / 0.17%","8.08","普通成交"
"2024-01-17","2024-01-17 09:30:00.000","600758.SH","辽宁能源","买入","600","3.58","2148","--","5","普通成交"
"2024-01-17","2024-01-17 09:30:00.000","301102.SZ","兆讯传媒","买入","300","17.19","5157","--","5","普通成交"
"2024-01-17","2024-01-17 09:30:00.000","002491.SZ","通鼎互联","卖出","1500","4.96","7440","72.79 / 0.99%","12.44","普通成交"
"2024-01-16","2024-01-16 09:30:00.000","688283.SH","坤恒顺维","买入","550","49.26","27093","--","8.13","普通成交"
"2024-01-16","2024-01-16 09:30:00.000","603071.SH","物产环能","卖出","400","15.46","6184","30.15 / 0.49%","11.18","普通成交"
"2024-01-16","2024-01-16 09:30:00.000","600996.SH","贵广网络","买入","1200","8.18","9816","--","5","普通成交"
"2024-01-16","2024-01-16 09:30:00.000","600758.SH","辽宁能源","买入","200","3.63","726","--","5","普通成交"
"2024-01-16","2024-01-16 09:30:00.000","002491.SZ","通鼎互联","卖出","700","4.95","3465","26.97 / 0.78%","8.47","普通成交"
"2024-01-15","2024-01-15 09:30:00.000","688283.SH","坤恒顺维","买入","6489","53.05","344241.45","--","103.27","普通成交"
"2024-01-15","2024-01-15 09:30:00.000","603071.SH","物产环能","买入","43600","15.38","670568","--","201.17","普通成交"
"2024-01-15","2024-01-15 09:30:00.000","600996.SH","贵广网络","买入","60800","8.31","505248","--","151.57","普通成交"
"2024-01-15","2024-01-15 09:30:00.000","600758.SH","辽宁能源","买入","132600","3.67","486642","--","145.99","普通成交"
"2024-01-15","2024-01-15 09:30:00.000","301102.SZ","兆讯传媒","买入","36800","17.6","647680","--","194.3","普通成交"
"2024-01-15","2024-01-15 09:30:00.000","002491.SZ","通鼎互联","买入","163400","4.91","802294","--","240.69","普通成交"
"2024-01-03","2024-01-03 09:30:00.000","300550.SZ","和仁科技","卖出","42400","14.93","633032","-7360.65 / -1.15%","822.94","普通成交"
"2024-01-03","2024-01-03 09:30:00.000","301162.SZ","国能日新","卖出","10400","51.25","533000","-6575.98 / -1.22%","692.9","普通成交"
"2024-01-03","2024-01-03 09:30:00.000","688618.SH","三旺通信","卖出","7889","54.97","433658.33","-20106.19 / -4.43%","563.76","普通成交"
"2024-01-02","2024-01-02 09:30:00.000","301102.SZ","兆讯传媒","卖出","29000","19.2","556800","-19004.74 / -3.3%","723.84","普通成交"
"2024-01-02","2024-01-02 09:30:00.000","300550.SZ","和仁科技","买入","200","15.02","3004","--","5","普通成交"
"2024-01-02","2024-01-02 09:30:00.000","300205.SZ","天喻信息","卖出","64800","10.89","705672","-81911.09 / -10.4%","917.37","普通成交"
"2024-01-02","2024-01-02 09:30:00.000","001330.SZ","博纳影业","卖出","83400","7.2","600480","-70347.46 / -10.49%","780.62","普通成交"
"2023-12-29","2023-12-29 09:30:00.000","301162.SZ","国能日新","卖出","600","50.3","30180","-949.38 / -3.05%","39.23","普通成交"
"2023-12-29","2023-12-29 09:30:00.000","300205.SZ","天喻信息","买入","300","10.87","3261","--","5","普通成交"
"2023-12-29","2023-12-29 09:30:00.000","001330.SZ","博纳影业","买入","1200","7.08","8496","--","5","普通成交"
"2023-12-28","2023-12-28 09:30:00.000","688618.SH","三旺通信","卖出","200","53.77","10754","-749.73 / -6.52%","15.75","普通成交"
"2023-12-28","2023-12-28 09:30:00.000","301102.SZ","兆讯传媒","买入","400","18","7200","--","5","普通成交"
"2023-12-28","2023-12-28 09:30:00.000","300550.SZ","和仁科技","卖出","600","14.25","8550","-512.33 / -5.65%","13.55","普通成交"
"2023-12-27","2023-12-27 09:30:00.000","301102.SZ","兆讯传媒","买入","100","18.4","1840","--","5","普通成交"
"2023-12-27","2023-12-27 09:30:00.000","300550.SZ","和仁科技","卖出","100","14.13","1413","-97.39 / -6.45%","6.41","普通成交"
"2023-12-27","2023-12-27 09:30:00.000","300205.SZ","天喻信息","买入","100","10.49","1049","--","5","普通成交"
"2023-12-26","2023-12-26 09:30:00.000","301102.SZ","兆讯传媒","买入","200","18.71","3742","--","5","普通成交"
"2023-12-26","2023-12-26 09:30:00.000","300550.SZ","和仁科技","卖出","100","14.17","1417","-93.39 / -6.18%","6.42","普通成交"
"2023-12-26","2023-12-26 09:30:00.000","300205.SZ","天喻信息","买入","400","10.3","4120","--","5","普通成交"
"2023-12-26","2023-12-26 09:30:00.000","001330.SZ","博纳影业","卖出","300","7.1","2130","-287.25 / -11.88%","7.13","普通成交"
"2023-12-25","2023-12-25 09:30:00.000","301162.SZ","国能日新","卖出","100","47.42","4742","-446.23 / -8.6%","9.74","普通成交"
"2023-12-25","2023-12-25 09:30:00.000","301102.SZ","兆讯传媒","买入","2500","19.06","47650","--","14.3","普通成交"
"2023-12-25","2023-12-25 09:30:00.000","300550.SZ","和仁科技","卖出","500","14.37","7185","-366.94 / -4.86%","12.19","普通成交"
"2023-12-25","2023-12-25 09:30:00.000","300205.SZ","天喻信息","卖出","700","10.92","7644","-877.82 / -10.3%","12.64","普通成交"
"2023-12-25","2023-12-25 09:30:00.000","001330.SZ","博纳影业","卖出","3300","7.18","23694","-2895.75 / -10.89%","30.8","普通成交"
"2023-12-22","2023-12-22 09:30:00.000","301102.SZ","兆讯传媒","卖出","500","20.44","10220","232.72 / 2.33%","15.22","普通成交"
"2023-12-22","2023-12-22 09:30:00.000","001330.SZ","博纳影业","买入","1200","7.55","9060","--","5","普通成交"
"2023-12-21","2023-12-21 09:30:00.000","300550.SZ","和仁科技","卖出","600","14.65","8790","-272.33 / -3.01%","13.79","普通成交"
"2023-12-21","2023-12-21 09:30:00.000","001330.SZ","博纳影业","买入","800","7.54","6032","--","5","普通成交"
"2023-12-20","2023-12-20 09:30:00.000","301102.SZ","兆讯传媒","卖出","100","20.49","2049","51.54 / 2.58%","7.05","普通成交"
"2023-12-20","2023-12-20 09:30:00.000","300550.SZ","和仁科技","卖出","300","15","4500","-31.16 / -0.69%","9.5","普通成交"
"2023-12-20","2023-12-20 09:30:00.000","001330.SZ","博纳影业","买入","200","7.78","1556","--","5","普通成交"
"2023-12-19","2023-12-19 09:30:00.000","301102.SZ","兆讯传媒","买入","200","20.01","4002","--","5","普通成交"
"2023-12-19","2023-12-19 09:30:00.000","300550.SZ","和仁科技","卖出","200","14.65","2930","-90.78 / -3.01%","7.93","普通成交"
"2023-12-19","2023-12-19 09:30:00.000","300205.SZ","天喻信息","卖出","100","11.36","1136","-81.4 / -6.69%","6.14","普通成交"
"2023-12-19","2023-12-19 09:30:00.000","001330.SZ","博纳影业","买入","500","7.87","3935","--","5","普通成交"
"2023-12-18","2023-12-18 09:30:00.000","301162.SZ","国能日新","买入","100","49.25","4925","--","5","普通成交"
"2023-12-18","2023-12-18 09:30:00.000","301102.SZ","兆讯传媒","买入","4300","20.82","89526","--","26.86","普通成交"
"2023-12-18","2023-12-18 09:30:00.000","300205.SZ","天喻信息","买入","200","11.59","2318","--","5","普通成交"
"2023-12-18","2023-12-18 09:30:00.000","001330.SZ","博纳影业","卖出","12300","8.02","98646","-631.79 / -0.64%","128.24","普通成交"
"2023-12-15","2023-12-15 09:30:00.000","301162.SZ","国能日新","买入","100","50.96","5096","--","5","普通成交"
"2023-12-15","2023-12-15 09:30:00.000","301102.SZ","兆讯传媒","卖出","200","20.73","4146","184.65 / 4.66%","9.15","普通成交"
"2023-12-15","2023-12-15 09:30:00.000","300550.SZ","和仁科技","卖出","100","14.87","1487","-23.39 / -1.55%","6.49","普通成交"
"2023-12-15","2023-12-15 09:30:00.000","001330.SZ","博纳影业","买入","400","8.02","3208","--","5","普通成交"
"2023-12-14","2023-12-14 09:30:00.000","301162.SZ","国能日新","买入","100","51.98","5198","--","5","普通成交"
"2023-12-14","2023-12-14 09:30:00.000","300205.SZ","天喻信息","卖出","600","11.81","7086","-219.46 / -3.0%","12.09","普通成交"
