"日期","时间","证券代码","证券名称","买/卖","数量","成交价","成交金额","平仓盈亏","交易费用","成交类型"
"2023-12-14","2023-12-14 09:30:00.000","001330.SZ","博纳影业","卖出","300","8.13","2439","17.54 / 0.72%","7.44","普通成交"
"2023-12-13","2023-12-13 09:30:00.000","301162.SZ","国能日新","买入","100","51.87","5187","--","5","普通成交"
"2023-12-13","2023-12-13 09:30:00.000","301102.SZ","兆讯传媒","买入","300","20.78","6234","--","5","普通成交"
"2023-12-13","2023-12-13 09:30:00.000","300550.SZ","和仁科技","卖出","200","15.02","3004","-16.78 / -0.56%","8","普通成交"
"2023-12-13","2023-12-13 09:30:00.000","300205.SZ","天喻信息","卖出","300","11.8","3540","-112.73 / -3.09%","8.54","普通成交"
"2023-12-13","2023-12-13 09:30:00.000","001330.SZ","博纳影业","卖出","800","8.15","6520","62.78 / 0.97%","11.52","普通成交"
"2023-12-12","2023-12-12 09:30:00.000","301162.SZ","国能日新","买入","8800","52.05","458040","--","137.41","普通成交"
"2023-12-12","2023-12-12 09:30:00.000","301102.SZ","兆讯传媒","卖出","400","21.33","8532","614.74 / 7.76%","13.53","普通成交"
"2023-12-12","2023-12-12 09:30:00.000","300550.SZ","和仁科技","买入","1200","15.05","18060","--","5.42","普通成交"
"2023-12-12","2023-12-12 09:30:00.000","001330.SZ","博纳影业","买入","95800","8.07","773106","--","231.93","普通成交"
"2023-12-12","2023-12-12 09:30:00.000","301185.SZ","鸥玛软件","卖出","25700","24","616800","13791.29 / 2.29%","801.84","普通成交"
"2023-12-12","2023-12-12 09:30:00.000","600228.SH","返利科技","卖出","69900","8.96","626304","28680.96 / 4.8%","814.2","普通成交"
"2023-12-11","2023-12-11 09:30:00.000","600228.SH","返利科技","买入","1400","9.05","12670","--","5","普通成交"
"2023-12-11","2023-12-11 09:30:00.000","301185.SZ","鸥玛软件","卖出","400","23.07","9228","-157.35 / -1.68%","14.23","普通成交"
"2023-12-11","2023-12-11 09:30:00.000","301162.SZ","国能日新","买入","1900","51.19","97261","--","29.18","普通成交"
"2023-12-11","2023-12-11 09:30:00.000","301102.SZ","兆讯传媒","卖出","4900","20.42","100058","3071.57 / 3.17%","130.08","普通成交"
"2023-12-11","2023-12-11 09:30:00.000","300550.SZ","和仁科技","买入","1000","14.8","14800","--","5","普通成交"
"2023-12-11","2023-12-11 09:30:00.000","300205.SZ","天喻信息","卖出","1300","11.56","15028","-800.49 / -5.06%","20.03","普通成交"
"2023-12-11","2023-12-11 09:30:00.000","001330.SZ","博纳影业","买入","300","7.77","2331","--","5","普通成交"
"2023-12-08","2023-12-08 09:30:00.000","600228.SH","返利科技","买入","3500","9.86","34510","--","10.35","普通成交"
"2023-12-08","2023-12-08 09:30:00.000","301185.SZ","鸥玛软件","买入","200","22.7","4540","--","5","普通成交"
"2023-12-08","2023-12-08 09:30:00.000","301102.SZ","兆讯传媒","卖出","300","20.45","6135","197.06 / 3.32%","11.14","普通成交"
"2023-12-08","2023-12-08 09:30:00.000","300550.SZ","和仁科技","买入","400","15.15","6060","--","5","普通成交"
"2023-12-08","2023-12-08 09:30:00.000","300205.SZ","天喻信息","买入","800","11.61","9288","--","5","普通成交"
"2023-12-07","2023-12-07 09:30:00.000","600228.SH","返利科技","卖出","4900","10.35","50715","9221.22 / 22.22%","65.93","普通成交"
"2023-12-07","2023-12-07 09:30:00.000","300205.SZ","天喻信息","买入","800","11.31","9048","--","5","普通成交"
"2023-12-06","2023-12-06 09:30:00.000","600228.SH","返利科技","卖出","900","9.1","8190","568.69 / 7.46%","13.19","普通成交"
"2023-12-06","2023-12-06 09:30:00.000","301185.SZ","鸥玛软件","买入","200","22.03","4406","--","5","普通成交"
"2023-12-06","2023-12-06 09:30:00.000","301102.SZ","兆讯传媒","买入","100","19.63","1963","--","5","普通成交"
"2023-12-06","2023-12-06 09:30:00.000","300550.SZ","和仁科技","卖出","500","14.81","7405","-150.89 / -2.0%","12.41","普通成交"
"2023-12-06","2023-12-06 09:30:00.000","300205.SZ","天喻信息","买入","300","11.93","3579","--","5","普通成交"
"2023-12-05","2023-12-05 09:30:00.000","688618.SH","三旺通信","买入","7287","57.43","418492.41","--","125.55","普通成交"
"2023-12-05","2023-12-05 09:30:00.000","600228.SH","返利科技","卖出","5900","10.49","61891","11929.1 / 23.88%","80.46","普通成交"
"2023-12-05","2023-12-05 09:30:00.000","301185.SZ","鸥玛软件","买入","300","23.12","6936","--","5","普通成交"
"2023-12-05","2023-12-05 09:30:00.000","301102.SZ","兆讯传媒","买入","1500","20.31","30465","--","9.14","普通成交"
"2023-12-05","2023-12-05 09:30:00.000","300550.SZ","和仁科技","买入","2600","15.08","39208","--","11.76","普通成交"
"2023-12-05","2023-12-05 09:30:00.000","300205.SZ","天喻信息","买入","1400","12.03","16842","--","5.05","普通成交"
"2023-12-05","2023-12-05 09:30:00.000","688205.SH","德科立","卖出","7982","57","454974","2591.74 / 0.57%","591.47","普通成交"
"2023-12-04","2023-12-04 09:30:00.000","688618.SH","三旺通信","买入","802","58.15","46636.3","--","13.99","普通成交"
"2023-12-04","2023-12-04 09:30:00.000","600228.SH","返利科技","卖出","4500","9.69","43605","5498.47 / 14.43%","56.69","普通成交"
"2023-12-04","2023-12-04 09:30:00.000","301185.SZ","鸥玛软件","卖出","100","23.4","2340","-8.41 / -0.36%","7.34","普通成交"
"2023-12-04","2023-12-04 09:30:00.000","300205.SZ","天喻信息","买入","1300","12.13","15769","--","5","普通成交"
"2023-12-01","2023-12-01 09:30:00.000","688205.SH","德科立","卖出","300","55.66","16698","-304.59 / -1.79%","21.71","普通成交"
"2023-12-01","2023-12-01 09:30:00.000","600228.SH","返利科技","买入","100","8.27","827","--","5","普通成交"
"2023-12-01","2023-12-01 09:30:00.000","301185.SZ","鸥玛软件","买入","200","22.17","4434","--","5","普通成交"
"2023-12-01","2023-12-01 09:30:00.000","301102.SZ","兆讯传媒","买入","200","19.39","3878","--","5","普通成交"
"2023-12-01","2023-12-01 09:30:00.000","300550.SZ","和仁科技","买入","400","14.95","5980","--","5","普通成交"
"2023-12-01","2023-12-01 09:30:00.000","300205.SZ","天喻信息","买入","300","11.67","3501","--","5","普通成交"
"2023-11-30","2023-11-30 09:30:00.000","600228.SH","返利科技","卖出","2200","8.2","18040","-590.26 / -3.17%","23.45","普通成交"
"2023-11-30","2023-11-30 09:30:00.000","300550.SZ","和仁科技","买入","200","15.11","3022","--","5","普通成交"
"2023-11-30","2023-11-30 09:30:00.000","300205.SZ","天喻信息","卖出","200","11.78","2356","-84.34 / -3.46%","7.36","普通成交"
"2023-11-29","2023-11-29 09:30:00.000","600228.SH","返利科技","卖出","100","8.07","807","-39.83 / -4.7%","5.81","普通成交"
"2023-11-29","2023-11-29 09:30:00.000","301185.SZ","鸥玛软件","买入","200","22.45","4490","--","5","普通成交"
"2023-11-29","2023-11-29 09:30:00.000","301102.SZ","兆讯传媒","买入","100","19.71","1971","--","5","普通成交"
"2023-11-29","2023-11-29 09:30:00.000","300550.SZ","和仁科技","卖出","100","15.35","1535","23.5 / 1.55%","6.54","普通成交"
"2023-11-29","2023-11-29 09:30:00.000","300205.SZ","天喻信息","卖出","100","11.82","1182","-38.17 / -3.13%","6.18","普通成交"
"2023-11-28","2023-11-28 09:30:00.000","600228.SH","返利科技","买入","1300","8.07","10491","--","5","普通成交"
"2023-11-28","2023-11-28 09:30:00.000","301185.SZ","鸥玛软件","卖出","600","22.7","13620","-481.47 / -3.41%","18.62","普通成交"
"2023-11-28","2023-11-28 09:30:00.000","301102.SZ","兆讯传媒","买入","25500","19.76","503880","--","151.16","普通成交"
"2023-11-28","2023-11-28 09:30:00.000","300550.SZ","和仁科技","买入","38900","15.11","587779","--","176.33","普通成交"
"2023-11-28","2023-11-28 09:30:00.000","300205.SZ","天喻信息","买入","100","11.7","1170","--","5","普通成交"
"2023-11-28","2023-11-28 09:30:00.000","688296.SH","和达科技","卖出","27266","18.54","505511.64","8180.56 / 1.64%","657.17","普通成交"
"2023-11-28","2023-11-28 09:30:00.000","605168.SH","三人行","卖出","7500","66.22","496650","15755.77 / 3.28%","645.65","普通成交"
"2023-11-27","2023-11-27 09:30:00.000","605168.SH","三人行","卖出","200","68.98","13796","972.15 / 7.58%","18.8","普通成交"
"2023-11-27","2023-11-27 09:30:00.000","600228.SH","返利科技","买入","1400","8.01","11214","--","5","普通成交"
"2023-11-27","2023-11-27 09:30:00.000","301185.SZ","鸥玛软件","卖出","4100","22.05","90405","-5955.04 / -6.18%","117.53","普通成交"
"2023-11-27","2023-11-27 09:30:00.000","300550.SZ","和仁科技","买入","800","15.13","12104","--","5","普通成交"
"2023-11-24","2023-11-24 09:30:00.000","688296.SH","和达科技","卖出","600","18.53","11118","174.02 / 1.59%","16.12","普通成交"
"2023-11-24","2023-11-24 09:30:00.000","301185.SZ","鸥玛软件","买入","200","22.99","4598","--","5","普通成交"
"2023-11-24","2023-11-24 09:30:00.000","300205.SZ","天喻信息","买入","200","12.07","2414","--","5","普通成交"
"2023-11-23","2023-11-23 09:30:00.000","688296.SH","和达科技","买入","463","17.94","8306.22","--","5","普通成交"
"2023-11-23","2023-11-23 09:30:00.000","688205.SH","德科立","买入","329","54.2","17831.8","--","5.35","普通成交"
"2023-11-23","2023-11-23 09:30:00.000","605168.SH","三人行","卖出","500","68.05","34025","1965.38 / 6.13%","44.23","普通成交"
"2023-11-23","2023-11-23 09:30:00.000","301185.SZ","鸥玛软件","买入","100","23.07","2307","--","5","普通成交"
"2023-11-23","2023-11-23 09:30:00.000","300205.SZ","天喻信息","买入","300","12","3600","--","5","普通成交"
"2023-11-22","2023-11-22 09:30:00.000","688296.SH","和达科技","卖出","300","18.48","5544","70.54 / 1.29%","10.54","普通成交"
"2023-11-22","2023-11-22 09:30:00.000","300205.SZ","天喻信息","卖出","100","12.18","1218","-2.37 / -0.19%","6.22","普通成交"
"2023-11-21","2023-11-21 09:30:00.000","688296.SH","和达科技","买入","484","18.2","8808.8","--","5","普通成交"
"2023-11-21","2023-11-21 09:30:00.000","600228.SH","返利科技","卖出","200","8.32","1664","-32.51 / -1.92%","6.66","普通成交"
"2023-11-21","2023-11-21 09:30:00.000","301185.SZ","鸥玛软件","卖出","200","23.66","4732","30.59 / 0.65%","9.73","普通成交"
"2023-11-21","2023-11-21 09:30:00.000","300205.SZ","天喻信息","卖出","200","12.16","2432","-8.73 / -0.36%","7.43","普通成交"
"2023-11-20","2023-11-20 09:30:00.000","688296.SH","和达科技","买入","27219","18.24","496474.56","--","148.94","普通成交"
"2023-11-20","2023-11-20 09:30:00.000","688205.SH","德科立","买入","7953","56.76","451412.28","--","135.42","普通成交"
"2023-11-20","2023-11-20 09:30:00.000","605168.SH","三人行","买入","8200","64.1","525620","--","157.69","普通成交"
"2023-11-20","2023-11-20 09:30:00.000","600228.SH","返利科技","买入","80900","8.48","686032","--","205.81","普通成交"
"2023-11-20","2023-11-20 09:30:00.000","301185.SZ","鸥玛软件","买入","29700","23.5","697950","--","209.39","普通成交"
"2023-11-20","2023-11-20 09:30:00.000","300205.SZ","天喻信息","买入","61900","12.2","755180","--","226.55","普通成交"
"2023-10-17","2023-10-17 09:30:00.000","688296.SH","和达科技","卖出","37562","15.29","574322.98","-29310.41 / -4.86%","746.62","普通成交"
"2023-10-17","2023-10-17 09:30:00.000","301117.SZ","佳缘科技","卖出","11700","56.41","659997","101271.43 / 18.13%","858","普通成交"
"2023-10-16","2023-10-16 09:30:00.000","688517.SH","金冠电气","卖出","37185","15.51","576739.35","-10712.47 / -1.82%","749.76","普通成交"
"2023-10-16","2023-10-16 09:30:00.000","688296.SH","和达科技","买入","612","15.3","9363.6","--","5","普通成交"
"2023-10-16","2023-10-16 09:30:00.000","605168.SH","三人行","卖出","7800","63.01","491478","-37231.28 / -7.04%","638.92","普通成交"
"2023-10-16","2023-10-16 09:30:00.000","603398.SH","沐邦高科","卖出","31200","19.66","613392","-821.76 / -0.13%","797.41","普通成交"
"2023-10-16","2023-10-16 09:30:00.000","600228.SH","返利科技","卖出","86800","7.72","670096","-39986.0 / -5.63%","871.12","普通成交"
"2023-10-16","2023-10-16 09:30:00.000","301117.SZ","佳缘科技","卖出","500","53.44","26720","2842.84 / 11.91%","34.74","普通成交"
"2023-10-13","2023-10-13 09:30:00.000","688517.SH","金冠电气","卖出","700","15.95","11165","106.34 / 0.96%","16.17","普通成交"
"2023-10-13","2023-10-13 09:30:00.000","603398.SH","沐邦高科","卖出","200","19.73","3946","8.73 / 0.22%","8.95","普通成交"
"2023-10-12","2023-10-12 09:30:00.000","688517.SH","金冠电气","买入","316","15.55","4913.8","--","5","普通成交"
"2023-10-12","2023-10-12 09:30:00.000","688296.SH","和达科技","买入","252","15.73","3963.96","--","5","普通成交"
"2023-10-12","2023-10-12 09:30:00.000","605168.SH","三人行","卖出","100","66.28","6628","-150.32 / -2.22%","11.63","普通成交"
"2023-10-12","2023-10-12 09:30:00.000","603398.SH","沐邦高科","买入","300","19.69","5907","--","5","普通成交"
"2023-10-12","2023-10-12 09:30:00.000","600228.SH","返利科技","买入","300","8.15","2445","--","5","普通成交"
"2023-10-12","2023-10-12 09:30:00.000","301117.SZ","佳缘科技","卖出","200","51.57","10314","763.14 / 7.99%","15.31","普通成交"
"2023-10-11","2023-10-11 09:30:00.000","688517.SH","金冠电气","买入","887","15.6","13837.2","--","5","普通成交"
"2023-10-11","2023-10-11 09:30:00.000","603398.SH","沐邦高科","买入","100","19.71","1971","--","5","普通成交"
"2023-10-11","2023-10-11 09:30:00.000","600228.SH","返利科技","卖出","800","8.09","6472","-72.57 / -1.11%","11.47","普通成交"
"2023-10-10","2023-10-10 09:30:00.000","688517.SH","金冠电气","卖出","600","16.19","9714","231.16 / 2.44%","14.71","普通成交"
"2023-10-10","2023-10-10 09:30:00.000","688296.SH","和达科技","买入","283","16.12","4561.96","--","5","普通成交"
"2023-10-10","2023-10-10 09:30:00.000","605168.SH","三人行","买入","400","63.88","25552","--","7.67","普通成交"
"2023-10-10","2023-10-10 09:30:00.000","603398.SH","沐邦高科","卖出","300","20.15","6045","139.23 / 2.36%","11.05","普通成交"
"2023-10-10","2023-10-10 09:30:00.000","600228.SH","返利科技","买入","1900","8.1","15390","--","5","普通成交"
"2023-10-10","2023-10-10 09:30:00.000","301117.SZ","佳缘科技","卖出","700","50.47","35329","1900.97 / 5.69%","45.93","普通成交"
"2023-10-09","2023-10-09 09:30:00.000","688517.SH","金冠电气","买入","37282","15.8","589055.6","--","176.72","普通成交"
"2023-10-09","2023-10-09 09:30:00.000","688296.SH","和达科技","买入","36415","16.08","585553.2","--","175.67","普通成交"
"2023-10-09","2023-10-09 09:30:00.000","605168.SH","三人行","买入","7500","67.97","509775","--","152.93","普通成交"
"2023-10-09","2023-10-09 09:30:00.000","603398.SH","沐邦高科","买入","31300","19.68","615984","--","184.8","普通成交"
"2023-10-09","2023-10-09 09:30:00.000","600228.SH","返利科技","买入","85400","8.18","698572","--","209.57","普通成交"
"2023-10-09","2023-10-09 09:30:00.000","301117.SZ","佳缘科技","买入","13100","47.74","625394","--","187.62","普通成交"
"2023-09-26","2023-09-26 09:30:00.000","000836.SZ","富通信息","卖出","225300","2.65","597045","-4312.79 / -0.72%","776.16","普通成交"
"2023-09-26","2023-09-26 09:30:00.000","003040.SZ","楚天龙","卖出","38900","15.44","600616","-29267.68 / -4.65%","780.8","普通成交"
"2023-09-26","2023-09-26 09:30:00.000","688232.SH","新点软件","卖出","16652","36.73","611627.96","-17839.9 / -2.83%","795.12","普通成交"
"2023-09-25","2023-09-25 09:30:00.000","605168.SH","三人行","卖出","7900","68.95","544705","12722.4 / 2.39%","708.12","普通成交"
"2023-09-25","2023-09-25 09:30:00.000","600228.SH","返利科技","卖出","86400","8.07","697248","11962.56 / 1.75%","906.42","普通成交"
"2023-09-25","2023-09-25 09:30:00.000","301117.SZ","佳缘科技","卖出","12400","46.98","582552","-13446.75 / -2.26%","757.32","普通成交"
"2023-09-25","2023-09-25 09:30:00.000","003040.SZ","楚天龙","买入","200","15.79","3158","--","5","普通成交"
"2023-09-25","2023-09-25 09:30:00.000","000836.SZ","富通信息","买入","300","2.68","804","--","5","普通成交"
"2023-09-22","2023-09-22 09:30:00.000","605168.SH","三人行","买入","100","64.9","6490","--","5","普通成交"
"2023-09-22","2023-09-22 09:30:00.000","600228.SH","返利科技","卖出","100","7.63","763","-30.15 / -3.8%","5.76","普通成交"
"2023-09-22","2023-09-22 09:30:00.000","003040.SZ","楚天龙","买入","300","15.37","4611","--","5","普通成交"
"2023-09-22","2023-09-22 09:30:00.000","000836.SZ","富通信息","卖出","5500","2.58","14190","-490.08 / -3.34%","19.19","普通成交"
"2023-09-21","2023-09-21 09:30:00.000","600228.SH","返利科技","买入","400","7.76","3104","--","5","普通成交"
"2023-09-21","2023-09-21 09:30:00.000","000836.SZ","富通信息","买入","1400","2.55","3570","--","5","普通成交"
